claveempleado,dia,horario,idasignatura,idgrado,asignaturalab,seccion,semestre,nombre_materia
2888,1,14,154,2,0,1,3,La representación matemática y sus aplicaciones
2888,1,15,154,2,0,7,3,La representación matemática y sus aplicaciones
2888,1,16,154,2,0,7,3,La representación matemática y sus aplicaciones
2888,2,5,52,3,0,2,5,Cálculo 1
2888,2,6,52,3,0,2,5,Cálculo 1
2888,2,9,154,2,0,2,3,La representación matemática y sus aplicaciones
2888,2,10,154,2,0,2,3,La representación matemática y sus aplicaciones
2888,2,13,154,2,0,8,3,La representación matemática y sus aplicaciones
2888,2,14,154,2,0,8,3,La representación matemática y sus aplicaciones
2888,2,15,154,2,0,13,3,La representación matemática y sus aplicaciones
2888,2,16,154,2,0,6,3,La representación matemática y sus aplicaciones
2888,3,14,154,2,0,8,3,La representación matemática y sus aplicaciones
2888,3,15,154,2,0,2,3,La representación matemática y sus aplicaciones
2888,3,16,154,2,0,1,3,La representación matemática y sus aplicaciones
2888,4,5,52,3,0,2,5,Cálculo 1
2888,4,6,52,3,0,2,5,Cálculo 1
2888,4,9,154,2,0,8,3,La representación matemática y sus aplicaciones
2888,4,10,154,2,0,8,3,La representación matemática y sus aplicaciones
2888,4,13,154,2,0,13,3,La representación matemática y sus aplicaciones
2888,4,14,154,2,0,13,3,La representación matemática y sus aplicaciones
2888,4,14,154,2,0,8,3,La representación matemática y sus aplicaciones
2888,4,15,154,2,0,7,3,La representación matemática y sus aplicaciones
2888,4,16,154,2,0,7,3,La representación matemática y sus aplicaciones
2888,5,9,154,2,0,1,3,La representación matemática y sus aplicaciones
2888,5,10,154,2,0,1,3,La representación matemática y sus aplicaciones
2888,5,11,154,2,0,6,3,La representación matemática y sus aplicaciones
2888,5,12,154,2,0,6,3,La representación matemática y sus aplicaciones
2888,5,13,154,2,0,13,3,La representación matemática y sus aplicaciones
2888,5,14,154,2,0,13,3,La representación matemática y sus aplicaciones
2888,5,15,154,2,0,7,3,La representación matemática y sus aplicaciones
2941,1,3,103,1,0,19,1,Adjunto Química en la Vida Cotidiana
2941,1,4,103,1,0,19,1,Adjunto Química en la Vida Cotidiana
2941,3,1,103,1,0,21,1,Adjunto Química en la Vida Cotidiana
2941,3,2,103,1,0,21,1,Adjunto Química en la Vida Cotidiana
2941,4,3,103,1,0,9,1,Adjunto Química en la Vida Cotidiana
2941,4,4,103,1,0,9,1,Adjunto Química en la Vida Cotidiana
2941,4,5,103,1,0,28,1,Adjunto Química en la Vida Cotidiana
